"symptom date","cases","deaths","confirmed_case_hospitalization"
"2021-01-21","0","1","0"
"2021-03-12","0","1","0"
"2022-03-04","0","1","0"
"2021-08-23","0","1","0"
"2021-11-01","0","1","0"
"2022-01-27","0","1","0"
"2021-02-01","0","1","0"
"2021-11-13","0","1","0"
"2022-02-26","0","1","0"
"2021-06-10","0","1","0"
"2021-06-02","0","1","0"
"2021-10-23","0","1","0"
"2021-04-04","0","1","0"
"2021-08-25","0","1","0"
"2021-09-01","0","1","0"
"2021-04-13","0","1","0"
"2021-02-06","0","1","0"
"2021-02-26","0","1","0"
"2021-07-04","0","1","0"
"2021-01-28","0","1","0"
"2021-06-08","0","1","0"
"2021-09-17","0","1","0"
"2022-02-19","0","1","0"
"2021-03-31","0","1","0"
"2020-12-15","0","1","0"
"2021-05-09","0","1","0"
"2022-02-19","0","1","0"
"2021-03-07","0","1","0"
"2022-09-24","0","1","0"
"2020-02-01","3","0","0"
"2020-02-02","1","0","0"
"2020-02-02","2","0","0"
"2020-02-03","1","0","0"
"2020-02-03","0","0","1"
"2020-02-07","1","0","0"
"2020-02-09","1","0","0"
"2020-02-10","3","0","0"
"2020-02-10","1","0","0"
"2020-02-11","1","0","0"
"2020-02-13","1","0","0"
"2020-02-13","1","0","0"
"2020-02-15","1","0","0"
"2020-02-15","2","0","0"
"2020-02-16","1","0","0"
"2020-02-16","1","0","0"
"2020-02-17","1","0","0"
"2020-02-17","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","2","0","1"
"2020-02-21","1","0","0"
"2020-02-22","1","0","0"
"2020-02-23","1","0","0"
"2020-02-23","1","0","0"
"2020-02-23","1","0","0"
"2020-02-25","2","0","0"
"2020-02-25","2","0","0"
"2020-02-25","1","0","0"
"2020-02-26","1","0","1"
"2020-02-26","1","0","0"
"2020-02-26","1","0","0"
"2020-02-27","1","0","0"
"2020-02-28","2","0","0"
"2020-02-28","1","0","0"
"2020-02-29","1","0","0"
"2020-02-29","1","0","0"
"2020-02-29","1","0","0"
"2020-03-01","2","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","7","0","0"
"2020-03-01","3","0","1"
"2020-03-02","1","0","0"
"2020-03-02","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","5","0","0"
"2020-03-03","1","0","0"
"2020-03-04","3","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","4","0","0"
"2020-03-05","1","0","0"
"2020-03-05","6","0","1"
"2020-03-05","1","0","0"
"2020-03-06","5","0","0"
"2020-03-06","2","0","0"
"2020-03-06","1","0","0"
"2020-03-06","3","0","0"
"2020-03-07","1","0","0"
"2020-03-07","8","0","0"
"2020-03-07","3","0","1"
"2020-03-07","8","0","0"
"2020-03-08","3","0","1"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-08","3","0","0"
"2020-03-08","2","0","0"
"2020-03-08","1","0","0"
"2020-03-09","1","0","0"
"2020-03-09","13","0","0"
"2020-03-09","1","0","0"
"2020-03-09","6","0","1"
"2020-03-09","3","0","0"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","7","0","2"
"2020-03-10","1","0","0"
"2020-03-10","13","0","0"
"2020-03-10","2","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-11","9","0","2"
"2020-03-11","2","0","0"
"2020-03-11","2","0","0"
"2020-03-11","12","0","2"
"2020-03-11","4","0","1"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","11","0","1"
"2020-03-12","4","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","13","0","2"
"2020-03-12","8","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","16","0","0"
"2020-03-13","1","0","1"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","16","0","2"
"2020-03-13","5","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-14","2","0","0"
"2020-03-14","12","0","1"
"2020-03-14","2","0","1"
"2020-03-14","3","0","0"
"2020-03-14","1","0","0"
"2020-03-14","17","0","0"
"2020-03-14","4","0","0"
"2020-03-14","2","0","0"
"2020-03-14","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","21","1","5"
"2020-03-15","6","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","15","0","1"
"2020-03-15","4","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","2","0","1"
"2020-03-16","1","0","0"
"2020-03-16","1","0","0"
"2020-03-16","1","0","0"
"2020-03-16","37","0","4"
"2020-03-16","5","0","1"
"2020-03-16","28","0","2"
"2020-03-16","9","0","0"
"2020-03-16","1","0","0"
"2020-03-16","3","0","0"
"2020-03-16","1","0","0"
"2020-03-17","0","0","1"
"2020-03-17","2","0","0"
"2020-03-17","32","1","1"
"2020-03-17","8","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","22","0","1"
"2020-03-17","12","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","1"
"2020-03-18","47","0","2"
"2020-03-18","8","0","2"
"2020-03-18","3","0","0"
"2020-03-18","1","0","0"
"2020-03-18","18","0","2"
"2020-03-18","7","0","1"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","2","0","0"
"2020-03-19","1","0","0"
"2020-03-19","1","0","0"
"2020-03-19","32","1","3"
"2020-03-19","3","0","0"
"2020-03-19","2","0","0"
"2020-03-19","1","0","0"
"2020-03-19","1","0","0"
"2020-03-19","23","0","0"
"2020-03-19","8","0","1"
"2020-03-19","1","0","0"
"2020-03-19","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","3","0","0"
"2020-03-20","0","0","1"
"2020-03-20","34","1","5"
"2020-03-20","7","0","1"
"2020-03-20","3","0","0"
"2020-03-20","1","0","0"
"2020-03-20","22","0","3"
"2020-03-20","14","0","0"
"2020-03-20","2","0","0"
"2020-03-21","3","0","0"
"2020-03-21","29","0","3"
"2020-03-21","4","0","1"
"2020-03-21","2","0","0"
"2020-03-21","1","0","0"
"2020-03-21","21","0","1"
"2020-03-21","8","0","1"
"2020-03-21","0","0","1"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","12","0","4"
"2020-03-22","3","0","0"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","24","0","0"
"2020-03-22","6","0","0"
"2020-03-22","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","2","0","0"
"2020-03-23","3","0","0"
"2020-03-23","51","0","6"
"2020-03-23","7","0","2"
"2020-03-23","1","0","0"
"2020-03-23","0","0","1"
"2020-03-23","37","0","3"
"2020-03-23","9","0","0"
"2020-03-23","1","0","0"
"2020-03-23","2","0","0"
"2020-03-23","1","0","0"
"2020-03-23","2","0","0"
"2020-03-23","2","0","0"
"2020-03-24","3","0","0"
"2020-03-24","1","0","0"
"2020-03-24","41","0","9"
"2020-03-24","3","0","2"
"2020-03-24","1","0","1"
"2020-03-24","2","0","0"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","15","0","1"
"2020-03-24","7","0","0"
"2020-03-24","3","0","0"
"2020-03-24","1","0","0"
"2020-03-25","2","0","0"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-25","8","0","0"
"2020-03-25","2","0","0"
"2020-03-25","55","0","4"
"2020-03-25","13","0","4"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-25","2","0","0"
"2020-03-25","20","0","0"
"2020-03-25","5","0","1"
"2020-03-25","1","0","0"
"2020-03-25","3","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","38","0","12"
"2020-03-26","6","0","1"
"2020-03-26","3","0","0"
"2020-03-26","1","0","0"
"2020-03-26","26","0","0"
"2020-03-26","3","0","0"
"2020-03-26","1","0","0"
"2020-03-26","0","0","1"
"2020-03-27","1","0","0"
"2020-03-27","3","0","0"
"2020-03-27","49","0","5"
"2020-03-27","12","0","3"
"2020-03-27","1","0","0"
"2020-03-27","2","0","0"
"2020-03-27","25","0","1"
"2020-03-27","8","0","0"
"2020-03-27","2","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","33","0","5"
"2020-03-28","5","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","22","0","1"
"2020-03-28","9","0","3"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","27","0","3"
"2020-03-29","3","0","1"
"2020-03-29","1","0","1"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","18","0","0"
"2020-03-29","5","1","2"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","2","0","0"
"2020-03-30","46","3","7"
"2020-03-30","14","0","1"
"2020-03-30","3","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","25","0","3"
"2020-03-30","6","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","3","0","0"
"2020-03-30","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","40","1","9"
"2020-03-31","8","0","2"
"2020-03-31","2","0","0"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","27","0","2"
"2020-03-31","9","0","0"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","56","0","5"
"2020-04-01","13","2","2"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","3","0","1"
"2020-04-01","1","0","0"
"2020-04-01","37","0","2"
"2020-04-01","10","0","0"
"2020-04-01","1","0","0"
"2020-04-01","2","0","0"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","39","0","6"
"2020-04-02","4","0","0"
"2020-04-02","0","0","1"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","2","0","0"
"2020-04-02","24","0","1"
"2020-04-02","7","0","1"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-03","2","0","0"
"2020-04-03","0","0","1"
"2020-04-03","47","4","7"
"2020-04-03","4","0","2"
"2020-04-03","0","0","1"
"2020-04-03","5","0","1"
"2020-04-03","2","0","0"
"2020-04-03","0","0","1"
"2020-04-03","24","0","3"
"2020-04-03","10","0","1"
"2020-04-03","1","0","0"
"2020-04-03","1","0","0"
"2020-04-03","1","0","0"
"2020-04-04","1","0","0"
"2020-04-04","3","0","0"
"2020-04-04","2","0","0"
"2020-04-04","32","0","6"
"2020-04-04","4","0","3"
"2020-04-04","2","0","0"
"2020-04-04","24","0","0"
"2020-04-04","5","0","0"
"2020-04-04","1","0","0"
"2020-04-05","0","0","1"
"2020-04-05","1","0","0"
"2020-04-05","32","2","5"
"2020-04-05","4","0","4"
"2020-04-05","2","0","0"
"2020-04-05","27","0","2"
"2020-04-05","4","0","0"
"2020-04-05","1","0","0"
"2020-04-05","2","0","0"
"2020-04-05","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","1"
"2020-04-06","50","1","4"
"2020-04-06","3","0","1"
"2020-04-06","1","0","0"
"2020-04-06","1","0","2"
"2020-04-06","1","0","0"
"2020-04-06","2","0","0"
"2020-04-06","38","0","3"
"2020-04-06","11","0","1"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","2","0","0"
"2020-04-07","1","0","0"
"2020-04-07","67","0","6"
"2020-04-07","4","1","3"
"2020-04-07","3","0","0"
"2020-04-07","1","0","0"
"2020-04-07","30","0","0"
"2020-04-07","10","0","2"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-08","1","0","0"
"2020-04-08","3","0","0"
"2020-04-08","1","0","0"
"2020-04-08","2","0","0"
"2020-04-08","47","0","3"
"2020-04-08","7","0","0"
"2020-04-08","1","0","0"
"2020-04-08","3","0","0"
"2020-04-08","1","0","0"
"2020-04-08","1","0","0"
"2020-04-08","26","0","4"
"2020-04-08","7","0","2"
"2020-04-08","1","0","0"
"2020-04-08","1","0","0"
"2020-04-09","2","0","0"
"2020-04-09","2","0","0"
"2020-04-09","39","1","4"
"2020-04-09","13","0","0"
"2020-04-09","1","0","0"
"2020-04-09","1","0","0"
"2020-04-09","1","0","1"
"2020-04-09","1","0","0"
"2020-04-09","27","0","1"
"2020-04-09","5","0","0"
"2020-04-09","1","0","0"
"2020-04-09","1","0","1"
"2020-04-09","2","0","0"
"2020-04-09","1","0","0"
"2020-04-10","2","0","0"
"2020-04-10","1","0","0"
"2020-04-10","2","0","0"
"2020-04-10","55","1","4"
"2020-04-10","9","0","1"
"2020-04-10","1","0","0"
"2020-04-10","1","0","0"
"2020-04-10","1","0","0"
"2020-04-10","25","0","2"
"2020-04-10","8","0","2"
"2020-04-10","2","0","0"
"2020-04-10","2","0","0"
"2020-04-10","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","2","0","1"
"2020-04-11","23","0","3"
"2020-04-11","6","1","2"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","17","0","2"
"2020-04-11","4","0","2"
"2020-04-11","1","0","0"
"2020-04-11","2","0","0"
"2020-04-12","2","0","0"
"2020-04-12","1","0","0"
"2020-04-12","1","0","0"
"2020-04-12","47","0","6"
"2020-04-12","4","0","2"
"2020-04-12","1","0","0"
"2020-04-12","1","0","0"
"2020-04-12","25","0","2"
"2020-04-12","5","0","2"
"2020-04-12","1","0","0"
"2020-04-12","2","0","0"
"2020-04-13","3","0","0"
"2020-04-13","2","0","0"
"2020-04-13","63","0","6"
"2020-04-13","7","0","1"
"2020-04-13","3","0","0"
"2020-04-13","3","0","0"
"2020-04-13","27","0","1"
"2020-04-13","6","0","0"
"2020-04-13","1","0","0"
"2020-04-13","1","0","0"
"2020-04-13","3","0","1"
"2020-04-13","1","0","0"
"2020-04-14","1","0","0"
"2020-04-14","3","0","0"
"2020-04-14","1","0","0"
"2020-04-14","2","0","0"
"2020-04-14","41","1","4"
"2020-04-14","11","0","3"
"2020-04-14","3","0","0"
"2020-04-14","28","0","1"
"2020-04-14","8","0","2"
"2020-04-14","1","0","0"
"2020-04-14","3","0","0"
"2020-04-14","2","0","0"
"2020-04-15","1","0","0"
"2020-04-15","1","0","0"
"2020-04-15","3","0","0"
"2020-04-15","64","0","4"
"2020-04-15","7","0","0"
"2020-04-15","1","0","0"
"2020-04-15","25","0","2"
"2020-04-15","3","1","0"
"2020-04-15","8","0","0"
"2020-04-15","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","1","0","1"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","42","0","7"
"2020-04-16","9","0","1"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","38","0","6"
"2020-04-16","3","0","0"
"2020-04-16","2","0","0"
"2020-04-16","1","0","0"
"2020-04-17","1","0","0"
"2020-04-17","1","0","0"
"2020-04-17","1","0","0"
"2020-04-17","44","2","4"
"2020-04-17","3","1","0"
"2020-04-17","1","0","0"
"2020-04-17","3","0","0"
"2020-04-17","27","0","2"
"2020-04-17","13","0","0"
"2020-04-17","1","0","0"
"2020-04-17","2","0","0"
"2020-04-17","1","0","0"
"2020-04-18","1","0","0"
"2020-04-18","2","0","0"
"2020-04-18","34","1","3"
"2020-04-18","7","0","3"
"2020-04-18","2","0","0"
"2020-04-18","1","0","0"
"2020-04-18","26","0","2"
"2020-04-18","3","0","0"
"2020-04-18","1","0","0"
"2020-04-18","1","0","0"
"2020-04-19","1","0","0"
"2020-04-19","20","1","2"
"2020-04-19","1","0","0"
"2020-04-19","0","0","1"
"2020-04-19","1","0","0"
"2020-04-19","29","1","2"
"2020-04-19","1","0","0"
"2020-04-19","1","0","0"
"2020-04-19","2","0","0"
"2020-04-20","1","0","0"
"2020-04-20","1","0","0"
"2020-04-20","4","0","0"
"2020-04-20","1","0","0"
"2020-04-20","79","1","7"
"2020-04-20","13","0","0"
"2020-04-20","0","0","1"
"2020-04-20","1","0","0"
"2020-04-20","40","0","6"
"2020-04-20","12","0","2"
"2020-04-20","2","0","0"
"2020-04-20","0","0","1"
"2020-04-20","6","0","0"
"2020-04-20","2","0","0"
"2020-04-20","1","0","0"
"2020-04-21","2","0","0"
"2020-04-21","1","0","1"
"2020-04-21","1","0","0"
"2020-04-21","60","1","2"
"2020-04-21","6","0","2"
"2020-04-21","1","0","0"
"2020-04-21","1","0","0"
"2020-04-21","1","0","0"
"2020-04-21","29","0","2"
"2020-04-21","11","0","0"
"2020-04-21","5","0","0"
"2020-04-21","1","0","0"
"2020-04-22","2","0","0"
"2020-04-22","1","0","0"
"2020-04-22","3","0","0"
"2020-04-22","1","0","0"
"2020-04-22","1","0","0"
"2020-04-22","4","0","1"
"2020-04-22","36","0","4"
"2020-04-22","6","0","0"
"2020-04-22","1","0","0"
"2020-04-22","32","0","1"
"2020-04-22","8","0","0"
"2020-04-22","2","0","0"
"2020-04-22","1","0","0"
"2020-04-22","2","0","0"
"2020-04-23","1","0","0"
"2020-04-23","1","0","0"
"2020-04-23","1","0","0"
"2020-04-23","1","0","0"
"2020-04-23","39","1","4"
"2020-04-23","3","0","1"
"2020-04-23","2","0","0"
"2020-04-23","2","0","0"
"2020-04-23","1","0","0"
"2020-04-23","1","0","0"
"2020-04-23","17","0","2"
"2020-04-23","6","0","0"
"2020-04-23","3","0","0"
"2020-04-24","2","0","0"
"2020-04-24","2","0","0"
"2020-04-24","3","0","0"
"2020-04-24","28","1","2"
"2020-04-24","5","0","0"
"2020-04-24","1","0","1"
"2020-04-24","2","0","0"
"2020-04-24","28","1","0"
"2020-04-24","9","0","1"
"2020-04-24","2","0","0"
"2020-04-25","2","0","0"
"2020-04-25","2","0","0"
"2020-04-25","37","1","4"
"2020-04-25","2","0","0"
"2020-04-25","2","0","0"
"2020-04-25","13","0","2"
"2020-04-25","3","0","0"
"2020-04-25","1","0","0"
"2020-04-25","0","0","1"
"2020-04-25","1","0","0"
"2020-04-25","1","0","0"
"2020-04-26","2","0","0"
"2020-04-26","1","0","0"
"2020-04-26","2","0","0"
"2020-04-26","21","0","5"
"2020-04-26","2","0","1"
"2020-04-26","14","0","0"
"2020-04-26","4","0","1"
"2020-04-26","1","0","0"
"2020-04-27","5","1","0"
"2020-04-27","1","0","0"
"2020-04-27","1","0","0"
"2020-04-27","4","0","0"
"2020-04-27","41","0","2"
"2020-04-27","9","0","0"
"2020-04-27","1","0","0"
"2020-04-27","1","0","0"
"2020-04-27","35","0","3"
"2020-04-27","10","0","1"
"2020-04-27","1","0","0"
"2020-04-27","1","0","0"
"2020-04-27","1","0","0"
"2020-04-27","2","0","0"
"2020-04-28","4","0","0"
"2020-04-28","3","0","0"
"2020-04-28","1","0","0"
"2020-04-28","41","1","1"
"2020-04-28","8","1","1"
"2020-04-28","2","0","0"
"2020-04-28","1","0","0"
"2020-04-28","1","0","0"
"2020-04-28","27","0","0"
"2020-04-28","5","0","0"
"2020-04-28","2","0","0"
"2020-04-28","1","0","0"
"2020-04-28","1","0","0"
"2020-04-28","1","0","0"
"2020-04-29","1","0","0"
"2020-04-29","0","0","1"
"2020-04-29","32","0","0"
"2020-04-29","9","0","1"
"2020-04-29","0","0","1"
"2020-04-29","1","0","0"
"2020-04-29","3","0","0"
"2020-04-29","19","0","2"
"2020-04-29","8","1","0"
"2020-04-29","1","0","0"
"2020-04-30","1","0","0"
"2020-04-30","1","0","0"
"2020-04-30","3","0","0"
"2020-04-30","1","0","0"
"2020-04-30","23","0","2"
"2020-04-30","4","0","1"
"2020-04-30","1","0","0"
"2020-04-30","10","0","1"
"2020-04-30","3","0","0"
"2020-04-30","1","0","0"
"2020-04-30","1","0","0"
"2020-04-30","1","0","0"
"2020-04-30","1","0","0"
"2020-05-01","1","0","0"
"2020-05-01","4","0","0"
"2020-05-01","53","1","8"
"2020-05-01","4","1","0"
"2020-05-01","1","0","0"
"2020-05-01","1","0","0"
"2020-05-01","24","0","2"
"2020-05-01","4","1","0"
"2020-05-01","2","0","0"
"2020-05-01","1","0","0"
"2020-05-01","3","0","0"
"2020-05-01","3","0","0"
"2020-05-01","1","0","0"
"2020-05-02","1","0","0"
"2020-05-02","13","0","2"
"2020-05-02","2","0","0"
"2020-05-02","1","0","0"
"2020-05-02","8","0","1"
"2020-05-02","2","0","0"
"2020-05-02","1","0","0"
"2020-05-02","2","0","0"
"2020-05-02","2","0","0"
"2020-05-02","1","0","0"
"2020-05-03","1","0","0"
"2020-05-03","25","0","3"
"2020-05-03","3","0","0"
"2020-05-03","1","0","0"
"2020-05-03","12","0","0"
"2020-05-03","6","0","1"
"2020-05-04","2","0","0"
"2020-05-04","2","0","1"
"2020-05-04","1","0","0"
"2020-05-04","1","0","0"
"2020-05-04","23","0","3"
"2020-05-04","3","0","0"
"2020-05-04","1","0","0"
"2020-05-04","14","0","2"
"2020-05-04","5","0","0"
"2020-05-04","1","0","0"
"2020-05-04","3","0","0"
"2020-05-04","2","0","0"
"2020-05-05","1","0","0"
"2020-05-05","1","0","0"
"2020-05-05","1","0","0"
"2020-05-05","23","0","3"
"2020-05-05","1","0","0"
"2020-05-05","2","0","0"
"2020-05-05","18","0","1"
"2020-05-05","2","0","1"
"2020-05-05","1","0","0"
"2020-05-06","2","0","0"
"2020-05-06","2","0","0"
"2020-05-06","1","0","0"
"2020-05-06","26","0","1"
"2020-05-06","4","0","1"
"2020-05-06","2","0","0"
"2020-05-06","1","0","0"
"2020-05-06","1","0","0"
"2020-05-06","9","0","0"
"2020-05-06","2","0","0"
"2020-05-06","1","0","0"
"2020-05-07","3","0","0"
"2020-05-07","1","0","1"
"2020-05-07","26","1","2"
"2020-05-07","4","0","0"
"2020-05-07","2","0","0"
"2020-05-07","19","0","3"
"2020-05-07","3","0","0"
"2020-05-07","1","0","0"
"2020-05-07","1","0","0"
"2020-05-07","1","0","0"
"2020-05-08","4","0","0"
"2020-05-08","1","0","0"
"2020-05-08","26","1","3"
"2020-05-08","5","0","0"
"2020-05-08","1","0","0"
"2020-05-08","15","1","1"
"2020-05-08","2","0","0"
"2020-05-08","1","0","0"
"2020-05-08","2","0","0"
"2020-05-09","3","0","0"
"2020-05-09","1","0","0"
"2020-05-09","9","0","0"
"2020-05-09","1","0","0"
"2020-05-09","1","0","0"
"2020-05-09","10","0","0"
"2020-05-09","2","0","0"
"2020-05-09","3","0","0"
"2020-05-10","1","0","0"
"2020-05-10","8","0","3"
"2020-05-10","3","0","0"
"2020-05-10","12","0","1"
"2020-05-10","8","0","0"
"2020-05-10","1","0","0"
"2020-05-10","1","0","0"
"2020-05-10","1","0","0"
"2020-05-11","1","0","0"
"2020-05-11","1","0","0"
"2020-05-11","2","0","0"
"2020-05-11","34","1","4"
"2020-05-11","3","0","0"
"2020-05-11","1","0","0"
"2020-05-11","12","0","1"
"2020-05-11","5","0","0"
"2020-05-11","1","0","0"
"2020-05-12","1","0","0"
"2020-05-12","2","0","0"
"2020-05-12","1","0","0"
"2020-05-12","32","1","1"
"2020-05-12","6","0","0"
"2020-05-12","2","0","0"
"2020-05-12","10","1","0"
"2020-05-12","0","0","2"
"2020-05-12","1","0","0"
"2020-05-12","1","0","0"
"2020-05-13","3","0","0"
"2020-05-13","30","1","2"
"2020-05-13","6","0","0"
"2020-05-13","1","0","0"
"2020-05-13","1","0","0"
"2020-05-13","29","0","2"
"2020-05-13","4","0","0"
"2020-05-13","2","0","0"
"2020-05-13","1","0","0"
"2020-05-14","1","0","0"
"2020-05-14","1","0","0"
"2020-05-14","1","0","0"
"2020-05-14","31","0","0"
"2020-05-14","5","0","0"
"2020-05-14","9","0","0"
"2020-05-14","3","0","0"
"2020-05-14","1","0","0"
"2020-05-15","1","0","0"
"2020-05-15","2","0","0"
"2020-05-15","26","1","6"
"2020-05-15","2","0","0"
"2020-05-15","1","0","0"
"2020-05-15","3","0","0"
"2020-05-15","23","0","1"
"2020-05-15","4","0","0"
"2020-05-15","2","0","0"
"2020-05-15","1","0","0"
"2020-05-15","1","0","0"
"2020-05-15","1","0","0"
"2020-05-16","1","0","0"
"2020-05-16","2","0","0"
"2020-05-16","3","0","1"
"2020-05-16","1","0","0"
"2020-05-16","16","1","1"
"2020-05-16","3","0","2"
"2020-05-16","1","0","0"
"2020-05-16","1","0","0"
"2020-05-16","10","1","1"
"2020-05-16","4","0","0"
"2020-05-16","1","0","0"
"2020-05-17","1","0","0"
"2020-05-17","2","0","0"
"2020-05-17","18","0","2"
"2020-05-17","3","0","0"
"2020-05-17","1","0","0"
"2020-05-17","14","0","0"
"2020-05-17","4","0","0"
"2020-05-18","1","0","0"
"2020-05-18","1","0","0"
"2020-05-18","1","0","0"
"2020-05-18","2","0","0"
"2020-05-18","37","1","5"
"2020-05-18","5","0","0"
"2020-05-18","1","0","0"
"2020-05-18","2","0","0"
"2020-05-18","1","0","0"
"2020-05-18","10","0","1"
"2020-05-18","4","0","0"
"2020-05-18","1","0","0"
"2020-05-18","1","0","0"
"2020-05-19","2","0","0"
"2020-05-19","1","0","0"
"2020-05-19","1","0","0"
"2020-05-19","20","0","3"
"2020-05-19","3","0","1"
"2020-05-19","1","0","0"
"2020-05-19","17","0","0"
"2020-05-19","2","0","0"
"2020-05-19","1","0","0"
"2020-05-19","1","0","0"
"2020-05-20","1","0","0"
"2020-05-20","2","0","0"
"2020-05-20","1","0","0"
"2020-05-20","1","0","0"
"2020-05-20","2","0","0"
"2020-05-20","23","0","4"
"2020-05-20","2","0","1"
"2020-05-20","21","0","1"
"2020-05-20","1","0","0"
"2020-05-20","0","0","1"
"2020-05-20","1","0","0"
"2020-05-20","1","0","0"
"2020-05-21","2","0","0"
"2020-05-21","3","0","0"
"2020-05-21","22","0","1"
"2020-05-21","1","0","0"
"2020-05-21","10","0","1"
"2020-05-21","9","0","0"
"2020-05-21","1","0","0"
"2020-05-21","1","0","0"
"2020-05-22","32","0","3"
"2020-05-22","2","0","0"
"2020-05-22","2","0","0"
"2020-05-22","1","0","0"
"2020-05-22","1","0","0"
